ABG13989,ABX86883,AAS62548
ABG13424,ABX86276,AAS62135
AAS62081,ABX87266,ABG13363
AAS62529,ABX88221,ABG13966
ABG14295,ABX88378,AAS62762
ABG14861,ABX86736,AAS60562
ABG14487,ABX85585,AAS61381
AAS62718,ABX87475,ABG14415
ABG13750,ABX86417,AAS62434
ABG14373,ABX88674,AAS62680
ABG16258,ABX88773,AAS58553
ABG13809,ABX86277,AAS62034
AAS61965,ABX86563,ABG13775
ABG15439,ABX88344,AAS60345
ABG15481,ABX85216,AAS60305
AAS61359,ABX85847,ABG14463
ABG14333,ABX85363,AAS62724
AAS60561,ABX87348,ABG14862
ABG14049,ABX87285,AAS62608
ABG15931,ABX86314,AAS60740
ABG12383,ABX86282,AAS63704
ABG13395,ABX88467,AAS62107
AAS60879,ABX85919,ABG14938
ABG12116,ABX85529,AAS63343
AAS60985,ABX88381,ABG14670
ABG15821,ABX85795,AAS63904
ABG12557,ABX85678,AAS61295
AAS62808,ABX87007,ABG14144
AAS62697,ABX84974,ABG14390
AAS60912,ABX86826,ABG14903
ABG15981,ABX85180,AAS60688
ABG13025,ABX85289,AAS61260
AAS61740,ABX88565,ABG13235
ABG12268,ABX88042,AAS63635
ABG16100,ABX85419,AAS64140
AAS61903,ABX87328,ABG13276
ABG13850,ABX85461,AAS61997
AAS61865,ABX85050,ABG13098
ABG12015,ABX84875,AAS60857
ABG14105,ABX85169,AAS62770
ABG14456,ABX86137,AAS61354
AAS63112,ABX87515,ABG15139
ABG13185,ABX85705,AAS61786
ABG15891,ABX85559,AAS60778
ABG12551,ABX88426,AAS61301
AAS62354,ABX85070,ABG13672
AAS61996,ABX87580,ABG13851
AAS63137,ABX87135,ABG15109
ABG12283,ABX87344,AAS63647
ABG15675,ABX86176,AAS63990
AAS63250,ABX87145,ABG11996
ABG12167,ABX84915,AAS63392
AAS60899,ABX88061,ABG14919
AAS61571,ABX87740,ABG12697
ABG12282,ABX86774,AAS63646
AAS62376,ABX87611,ABG13694
AAS61483,ABX87284,ABG12612
AAS63851,ABX86432,ABG16031
ABG15102,ABX87090,AAS63144
ABG14193,ABX85596,AAS62852
AAS60374,ABX85026,ABG15412
ABG14843,ABX84972,AAS60578
AAS60432,ABX86896,ABG15279
AAS63357,ABX88110,ABG12131
AAS61940,ABX87697,ABG13315
ABG13170,ABX86771,AAS61799
ABG15174,ABX85174,AAS63078
ABG12414,ABX84992,AAS63016
AAS62494,ABX85407,ABG13932
ABG15748,ABX87517,AAS63486
ABG14731,ABX86110,AAS60920
AAS64037,ABX87723,ABG15629
AAS62103,ABX86629,ABG13390
AAS61323,ABX85129,ABG14423
ABG14833,ABX86538,AAS60588
ABG12295,ABX87453,AAS63658
AAS60710,ABX86178,ABG15959
AAS63365,ABX86127,ABG12141
AAS60848,ABX88510,ABG12024
AAS63114,ABX86499,ABG15137
AAS62665,ABX87451,ABG14356
AAS62850,ABX88290,ABG14188
AAS60769,ABX87002,ABG15898
ABG15643,ABX84996,AAS64023
AAS61420,ABX85667,ABG12679
AAS61207,ABX86921,ABG12863
AAS61510,ABX86051,ABG12584
AAS62365,ABX87592,ABG13683
ABG13554,ABX86056,AAS62243
ABG16033,ABX84810,AAS63678
ABG15811,ABX85052,AAS63894
AAS61050,ABX87702,ABG14603
AAS62567,ABX85294,ABG14009
ABG14432,ABX84873,AAS61331
ABG13480,ABX86405,AAS62173
ABG15625,ABX85554,AAS64042
AAS63228,ABX86832,ABG15006
AAS62638,ABX88283,ABG14079
ABG15983,ABX87956,AAS60686
ABG12821,ABX86477,AAS61686
AAS62226,ABX86475,ABG13537
AAS61028,ABX86621,ABG14624
AAS60645,ABX87318,ABG14792
AAS62384,ABX88238,ABG13701
ABG13427,ABX85166,AAS62138
ABG14378,ABX88285,AAS62686
ABG14454,ABX84918,AAS61352
ABG14116,ABX86544,AAS62780
AAS61179,ABX85059,ABG12895
ABG14451,ABX88207,AAS61349
AAS62322,ABX85094,ABG13641
AAS63614,ABX84884,ABG12249
AAS60682,ABX86656,ABG15987
AAS61728,ABX87082,ABG13090
AAS63167,ABX88164,ABG15081
ABG15637,ABX85473,AAS64029
AAS61486,ABX87801,ABG12608
AAS62412,ABX85183,ABG13729
AAS62856,ABX85436,ABG14197
ABG12699,ABX87009,AAS61573
AAS62467,ABX85612,ABG13898
AAS60941,ABX85160,ABG14711
ABG15235,ABX86725,AAS60474
AAS62538,ABX86740,ABG13978
AAS64149,ABX87995,ABG16109
ABG15770,ABX87366,AAS63508
ABG15408,ABX87401,AAS60380
AAS64117,ABX86613,ABG14978
ABG12655,ABX86157,AAS61440
ABG13282,ABX86556,AAS61905
AAS60487,ABX86955,ABG15221
ABG11986,ABX85890,AAS63258
ABG12169,ABX86214,AAS63394
ABG13518,ABX86354,AAS62209
AAS62660,ABX86836,ABG14351
AAS61263,ABX88204,ABG13022
AAS60978,ABX87041,ABG14675
AAS60601,ABX88041,ABG14746
AAS62668,ABX88680,ABG14359
AAS61046,ABX85764,ABG14607
ABG12504,ABX87997,AAS62974
AAS61441,ABX84917,ABG12654
ABG13466,ABX86352,AAS62159
ABG12178,ABX88516,AAS63404
AAS62614,ABX88193,ABG14055
AAS61902,ABX88103,ABG13275
ABG14076,ABX85824,AAS62636
ABG15240,ABX85101,AAS60469
AAS62528,ABX84933,ABG13965
AAS63498,ABX88420,ABG15760
AAS63048,ABX87612,ABG12446
AAS62085,ABX88389,ABG13368
ABG14366,ABX85985,AAS62673
AAS63493,ABX86712,ABG15755
AAS60518,ABX88472,ABG15191
AAS62702,ABX86117,ABG14397
AAS62493,ABX84913,ABG13931
AAS63437,ABX85439,ABG12213
AAS62584,ABX86897,ABG14023
AAS63564,ABX86998,ABG16092
AAS61308,ABX88201,ABG12544
ABG12245,ABX87460,AAS63610
ABG12019,ABX84870,AAS60853
AAS61867,ABX88575,ABG13096
AAS63277,ABX85027,ABG15578
ABG14467,ABX88107,AAS61364
ABG12846,ABX86685,AAS61708
AAS63536,ABX88070,ABG16062
ABG15810,ABX85458,AAS63893
AAS60544,ABX86247,ABG14881
ABG15645,ABX85817,AAS64021
ABG15979,ABX87006,AAS60690
AAS63315,ABX88051,ABG12088
AAS60435,ABX86655,ABG15276
AAS62466,ABX86423,ABG13897
ABG15677,ABX87253,AAS63988
AAS63894,ABX85052,ABG15811
AAS62372,ABX88212,ABG13690
AAS60557,ABX86748,ABG14866
ABG15434,ABX87124,AAS60351
ABG14654,ABX86463,AAS60999
AAS60886,ABX85530,ABG14930
AAS63549,ABX87912,ABG16075
ABG14735,ABX88301,AAS60672
AAS63637,ABX85080,ABG12273
AAS58541,ABX88722,ABG16248
AAS62835,ABX88581,ABG14172
ABG15694,ABX87202,AAS63973
ABG13835,ABX88353,AAS62011
AAS62579,ABX85972,ABG14019
ABG12610,ABX86604,AAS61485
ABG14142,ABX85624,AAS62806
ABG13298,ABX85085,AAS61922
AAS62543,ABX86540,ABG13984
AAS61506,ABX88254,ABG12588
AAS62970,ABX86339,ABG12508
AAS61111,ABX88133,ABG14531
ABG13928,ABX84883,AAS62489
AAS63051,ABX86973,ABG12449
AAS62393,ABX86776,ABG13710
ABG15900,ABX85901,AAS60767
ABG12695,ABX85314,AAS61569
AAS63926,ABX85111,ABG15843
AAS61361,ABX87091,ABG14465
AAS61700,ABX87955,ABG12837
ABG12427,ABX86952,AAS63029
ABG12173,ABX85491,AAS63398
AAS62634,ABX87164,ABG14074
ABG13915,ABX86834,AAS62477
ABG14287,ABX86149,AAS62936
ABG14470,ABX87676,AAS61368
AAS63563,ABX88376,ABG16091
ABG14248,ABX86464,AAS62900
ABG12230,ABX87153,AAS60392
ABG12644,ABX86553,AAS61451
AAS62875,ABX85134,ABG14219
ABG12989,ABX86172,AAS61530
AAS61655,ABX86816,ABG12787
AAS62447,ABX87774,ABG13875
ABG16159,ABX84793,AAS58658
AAS61932,ABX88642,ABG13308
ABG14660,ABX86161,AAS60993
AAS60483,ABX86028,ABG15225
AAS62589,ABX86473,ABG14028
AAS62078,ABX88009,ABG13360
ABG12118,ABX85005,AAS63344
AAS61042,ABX88592,ABG14611
AAS61487,ABX88441,ABG12607
ABG13016,ABX86292,AAS61269
AAS62197,ABX84979,ABG13506
ABG12458,ABX88482,AAS63063
AAS63994,ABX88156,ABG15671
AAS60309,ABX86348,ABG15477
AAS63450,ABX87477,ABG15397
ABG13249,ABX85360,AAS61877
AAS63889,ABX88309,ABG15805
ABG14320,ABX87327,AAS62738
ABG14917,ABX87937,AAS60901
ABG14985,ABX85577,AAS64113
AAS61280,ABX86182,ABG12572
ABG12608,ABX87801,AAS61486
AAS58592,ABX88709,ABG16295
ABG13705,ABX86482,AAS62389
ABG12122,ABX85835,AAS63348
AAS61376,ABX88491,ABG14480
AAS61589,ABX85753,ABG12716
AAS61517,ABX87224,ABG13002
AAS63322,ABX85855,ABG12095
ABG13030,ABX86091,AAS61254
ABG15521,ABX85322,AAS63795
AAS62703,ABX85417,ABG14398
AAS63996,ABX87576,ABG15669
AAS61328,ABX87290,ABG14427
ABG12640,ABX88062,AAS61455
AAS61273,ABX88509,ABG13012
AAS60782,ABX87734,ABG15887
ABG11999,ABX88597,AAS63247
AAS63381,ABX85552,ABG12156
ABG12755,ABX86554,AAS61622
AAS63417,ABX87749,ABG12193
ABG13759,ABX86032,AAS61978
ABG15769,ABX85336,AAS63507
AAS61658,ABX86048,ABG12790
AAS62456,ABX87177,ABG13887
AAS63700,ABX85081,ABG12388
ABG14537,ABX86801,AAS61104
AAS63222,ABX87755,ABG15012
ABG12621,ABX88288,AAS61474
AAS60938,ABX85192,ABG14714
AAS62747,ABX87753,ABG14309
AAS61395,ABX86599,ABG14501
ABG14128,ABX85462,AAS62792
AAS63077,ABX85600,ABG15175
ABG15938,ABX85432,AAS60732
AAS61863,ABX85527,ABG13102
ABG14745,ABX88232,AAS60600
AAS60461,ABX86880,ABG15249
AAS60286,ABX86752,ABG11974
AAS60700,ABX86984,ABG15969
AAS61305,ABX87984,ABG12547
AAS63670,ABX88660,ABG12308
ABG12713,ABX86359,AAS61586
ABG15699,ABX88248,AAS63968
AAS63206,ABX86111,ABG15032
ABG14473,ABX88470,AAS61371
AAS60647,ABX85635,ABG14794
AAS60537,ABX86611,ABG14887
ABG14732,ABX86404,AAS60919
AAS60451,ABX87497,ABG15259
AAS62570,ABX86502,ABG14012
ABG14611,ABX88592,AAS61042
AAS63011,ABX88629,ABG12463
AAS62972,ABX85226,ABG12506
AAS61830,ABX85632,ABG13139
AAS62865,ABX88696,ABG14209
AAS60346,ABX85136,ABG15438
AAS60579,ABX88548,ABG14842
AAS63538,ABX87528,ABG16063
AAS62158,ABX86265,ABG13465
AAS62069,ABX87179,ABG13351
ABG13027,ABX87021,AAS61258
AAS64063,ABX85154,ABG15604
ABG12595,ABX85878,AAS61499
ABG13605,ABX88679,AAS62287
AAS63769,ABX86808,ABG15500
AAS61561,ABX87334,ABG12956
AAS62383,ABX85782,ABG13700
ABG12186,ABX86067,AAS63410
AAS61104,ABX86801,ABG14537
AAS61632,ABX85848,ABG12764
ABG13145,ABX87053,AAS61824
AAS60319,ABX86331,ABG15467
AAS60553,ABX85756,ABG14872
AAS61933,ABX88099,ABG13309
AAS62675,ABX87039,ABG14368
AAS62453,ABX84984,ABG13884
ABG12682,ABX85954,AAS61417
ABG13774,ABX85179,AAS61966
AAS63824,ABX88071,ABG15555
AAS62930,ABX87536,ABG14281
AAS63619,ABX88237,ABG12253
ABG13109,ABX85673,AAS61856
ABG15812,ABX86234,AAS63895
ABG12937,ABX86745,AAS61142
ABG13589,ABX86886,AAS62273
ABG15696,ABX85341,AAS63971
AAS62882,ABX88616,ABG14226
AAS61966,ABX85179,ABG13774
ABG14025,ABX86882,AAS62586
AAS63152,ABX86449,ABG15095
AAS63168,ABX88606,ABG15080
ABG15746,ABX88626,AAS63482
ABG13978,ABX86740,AAS62538
AAS62912,ABX86295,ABG14261
AAS63009,ABX85349,ABG12465
AAS62303,ABX85428,ABG13621
ABG13246,ABX86006,AAS61874
ABG15796,ABX84909,AAS63533
AAS64125,ABX86802,ABG14971
ABG14121,ABX86848,AAS62785
ABG15059,ABX88421,AAS63186
ABG14194,ABX87120,AAS62853
AAS62841,ABX85712,ABG14179
ABG14882,ABX84987,AAS60542
AAS61285,ABX87276,ABG12567
ABG15756,ABX86170,AAS63494
ABG12056,ABX87183,AAS60814
ABG12750,ABX84887,AAS61617
ABG13362,ABX87011,AAS62080
ABG15476,ABX85870,AAS60310
ABG12307,ABX88142,AAS63669
AAS62227,ABX86532,ABG13538
ABG14198,ABX84865,AAS62857
ABG14023,ABX86897,AAS62584
ABG12014,ABX85905,AAS60858
AAS61955,ABX88106,ABG13785
AAS60905,ABX86675,ABG14911
ABG15503,ABX86385,AAS63772
AAS61503,ABX87672,ABG12591
AAS61206,ABX86823,ABG12864
AAS63795,ABX85322,ABG15521
AAS58558,ABX88728,ABG16262
AAS60427,ABX85621,ABG15284
ABG15850,ABX87371,AAS63933
ABG14890,ABX86925,AAS60534
AAS63405,ABX87944,ABG12179
AAS62903,ABX88320,ABG14251
AAS61788,ABX87440,ABG13183
ABG12403,ABX87975,AAS63684
ABG14157,ABX88241,AAS62820
ABG13237,ABX85788,AAS61738
ABG14107,ABX85455,AAS58619
AAS62805,ABX86057,ABG14141
ABG14918,ABX88501,AAS60900
ABG15140,ABX88155,AAS63111
ABG13096,ABX88575,AAS61867
ABG13670,ABX87992,AAS62352
AAS61360,ABX87620,ABG14464
ABG13285,ABX87527,AAS61908
AAS61910,ABX85254,ABG13287
ABG14627,ABX88265,AAS61025
AAS61684,ABX85904,ABG12819
AAS60758,ABX87486,ABG15910
AAS60348,ABX86514,ABG15436
AAS63611,ABX85694,ABG12246
AAS62955,ABX87952,ABG12524
ABG16039,ABX85565,AAS63842
ABG14937,ABX86322,AAS60880
ABG15626,ABX88144,AAS64041
AAS62452,ABX88560,ABG13883
ABG13932,ABX85407,AAS62494
AAS61929,ABX87096,ABG13305
AAS63665,ABX87036,ABG12302
AAS62026,ABX85657,ABG13816
ABG14930,ABX85530,AAS60886
ABG12550,ABX85510,AAS61302
AAS61954,ABX88659,ABG13786
ABG13107,ABX86900,AAS61858
AAS60759,ABX86779,ABG15908
AAS61526,ABX87173,ABG12993
AAS62315,ABX87375,ABG13632
ABG13032,ABX86460,AAS61252
ABG15143,ABX85359,AAS63108
AAS63902,ABX86637,ABG15819
AAS62679,ABX87833,ABG14372
ABG14489,ABX86152,AAS61383
ABG13469,ABX87160,AAS62162
AAS64030,ABX85807,ABG15636
AAS63646,ABX86774,ABG12282
AAS60592,ABX86804,ABG14827
ABG13414,ABX88224,AAS62125
ABG15073,ABX87380,AAS63174
AAS62435,ABX86436,ABG13751
ABG12143,ABX87395,AAS63367
ABG16104,ABX86526,AAS64144
ABG15301,ABX85952,AAS60409
AAS63625,ABX86016,ABG12259
AAS61335,ABX88571,ABG14437
AAS63306,ABX87066,ABG12079
ABG14552,ABX85502,AAS61092
ABG15055,ABX86163,AAS63189
AAS63788,ABX86133,ABG15519
AAS62094,ABX87478,ABG13379
ABG12525,ABX87557,AAS62954
ABG12862,ABX86456,AAS61208
AAS63144,ABX87090,ABG15102
AAS63393,ABX87659,ABG12168
AAS63368,ABX86988,ABG12144
ABG13503,ABX85879,AAS62193
AAS62741,ABX85215,ABG14317
ABG12210,ABX86711,AAS63434
AAS63195,ABX86474,ABG15047
AAS61870,ABX85210,ABG13093
AAS60940,ABX87658,ABG14712
ABG13302,ABX86876,AAS61926
AAS62134,ABX87488,ABG13423
AAS62784,ABX85498,ABG14120
AAS62058,ABX86448,ABG13340
AAS58560,ABX88721,ABG16264
AAS63464,ABX86612,ABG15728
AAS64054,ABX86026,ABG15613
ABG15843,ABX85111,AAS63926
ABG13336,ABX88539,AAS62054
AAS62818,ABX87025,ABG14155
ABG12949,ABX85383,AAS61567
AAS62616,ABX88549,ABG14057
ABG15260,ABX87690,AAS60450
AAS60413,ABX88303,ABG15297
ABG13198,ABX87221,AAS61775
AAS62991,ABX87057,ABG12486
AAS63282,ABX85664,ABG15583
ABG13515,ABX88027,AAS62206
ABG12326,ABX87169,AAS63756
ABG11991,ABX84959,AAS63253
ABG14914,ABX87336,AAS60904
ABG13193,ABX86343,AAS61778
AAS62996,ABX85941,ABG12481
AAS60315,ABX88536,ABG15471
AAS61176,ABX88531,ABG12898
ABG13311,ABX85545,AAS61936
AAS62822,ABX87197,ABG14160
ABG16196,ABX84769,AAS58708
AAS63150,ABX87148,ABG15096
AAS62288,ABX86962,ABG13606
ABG16303,ABX88781,AAS58602
ABG15449,ABX87654,AAS60337
ABG14741,ABX86232,AAS60596
ABG12152,ABX86831,AAS63377
AAS61941,ABX88568,ABG13316
AAS63770,ABX87491,ABG15501
ABG15234,ABX87967,AAS60475
ABG16049,ABX86854,AAS63833
ABG13578,ABX88245,AAS62262
AAS60659,ABX86355,ABG14806
AAS60614,ABX85798,ABG14760
AAS63440,ABX86791,ABG12216
ABG14334,ABX88699,AAS62723
AAS62327,ABX87035,ABG13647
ABG13080,ABX85752,AAS61719
AAS61429,ABX85921,ABG12669
ABG12039,ABX86913,AAS60833
AAS62225,ABX84879,ABG13536
ABG15507,ABX85759,AAS63776
ABG13818,ABX85058,AAS62024
ABG13873,ABX86702,AAS62445
AAS61622,ABX86554,ABG12755
AAS61063,ABX87917,ABG14590
ABG12808,ABX88297,AAS61675
AAS58728,ABX84780,ABG16226
ABG14633,ABX85074,AAS61019
AAS62130,ABX86683,ABG13419
ABG14155,ABX87025,AAS62818
AAS64132,ABX86306,ABG14964
AAS61101,ABX88435,ABG14540
AAS60345,ABX88344,ABG15439
AAS62659,ABX85862,ABG14350
AAS62503,ABX87537,ABG13940
AAS63877,ABX87861,ABG16006
AAS63925,ABX85220,ABG15842
AAS62438,ABX87061,ABG13755
ABG15025,ABX88117,AAS63213
AAS63143,ABX86901,ABG15103
ABG14678,ABX87550,AAS60975
ABG13351,ABX87179,AAS62069
AAS60455,ABX85162,ABG15255
AAS60707,ABX86753,ABG15962
ABG14185,ABX85895,AAS62847
AAS62360,ABX88118,ABG13678
AAS62182,ABX88150,ABG13489
ABG12763,ABX87987,AAS61630
ABG12007,ABX88220,AAS63238
ABG14187,ABX85204,AAS62849
ABG14906,ABX85634,AAS60909
AAS63899,ABX87465,ABG15816
AAS61848,ABX85460,ABG13117
AAS63681,ABX86414,ABG12406
ABG12125,ABX85517,AAS63351
AAS62268,ABX85762,ABG13585
AAS60521,ABX85898,ABG15188
ABG11971,ABX85203,AAS60283
AAS63514,ABX87013,ABG15776
AAS63997,ABX86158,ABG15668
ABG15457,ABX86707,AAS60329
ABG13966,ABX88221,AAS62529
ABG14101,ABX87390,AAS62766
ABG13550,ABX86151,AAS62239
AAS62021,ABX85685,ABG13821
AAS61939,ABX87162,ABG13314
ABG12196,ABX88601,AAS63420
AAS61846,ABX85292,ABG13119
ABG13726,ABX85140,AAS62409
ABG15683,ABX85095,AAS63984
AAS61313,ABX88188,ABG12540
ABG13822,ABX87102,AAS62020
AAS60718,ABX87991,ABG15952
ABG12865,ABX87483,AAS61205
ABG16315,ABX88744,AAS58532
ABG13718,ABX86751,AAS62402
AAS61701,ABX88351,ABG12838
AAS62807,ABX87435,ABG14143
AAS61201,ABX85697,ABG12869
ABG14710,ABX86759,AAS60943
ABG13111,ABX88497,AAS61854
ABG15413,ABX85490,AAS60373
ABG13678,ABX88118,AAS62360
ABG13813,ABX87858,AAS62030
ABG13363,ABX87266,AAS62081
ABG13620,ABX85982,AAS62302
AAS60994,ABX87602,ABG14659
ABG14300,ABX88152,AAS62756
AAS61314,ABX87766,ABG12539
AAS60390,ABX88627,ABG12228
ABG16154,ABX84837,AAS58653
AAS63116,ABX86519,ABG15135
ABG12089,ABX87927,AAS63316
AAS62880,ABX88622,ABG14224
ABG12127,ABX88163,AAS63353
AAS61656,ABX88418,ABG12788
ABG15054,ABX85025,AAS63190
AAS61766,ABX85886,ABG13207
AAS60865,ABX87296,ABG14952
ABG14699,ABX87826,AAS60952
ABG13993,ABX87418,AAS62551
ABG15535,ABX88129,AAS63805
AAS58735,ABX84857,ABG16221
AAS62426,ABX87469,ABG13743
AAS61703,ABX85110,ABG12840
AAS63252,ABX85480,ABG11994
AAS63492,ABX86894,ABG15754
AAS61819,ABX88515,ABG13150
ABG14302,ABX86484,AAS62754
ABG13367,ABX86788,AAS62084
AAS63451,ABX85851,ABG15394
AAS61829,ABX86216,ABG13140
AAS60885,ABX87546,ABG14931
AAS60823,ABX85920,ABG12049
ABG15607,ABX87323,AAS64060
ABG13409,ABX86231,AAS62120
ABG16225,ABX84856,AAS58729
ABG14071,ABX86786,AAS62631
AAS62414,ABX85876,ABG13731
ABG14949,ABX87191,AAS60868
AAS62661,ABX88625,ABG14352
AAS60852,ABX86485,ABG12020
ABG12078,ABX87828,AAS63305
AAS60744,ABX87575,ABG15927
AAS60870,ABX88370,ABG14947
AAS60449,ABX86070,ABG15261
ABG14186,ABX86336,AAS62848
ABG12070,ABX87194,AAS63297
ABG15534,ABX87758,AAS63803
ABG15504,ABX85128,AAS63773
ABG14648,ABX84868,AAS61005
AAS62857,ABX84865,ABG14198
ABG14305,ABX86113,AAS62751
ABG15021,ABX86619,AAS63217
ABG13028,ABX88123,AAS61257
AAS61013,ABX84930,ABG14639
AAS60583,ABX86243,ABG14838
AAS62490,ABX85411,ABG13929
AAS60595,ABX85119,ABG14740
AAS62546,ABX87968,ABG13987
AAS61900,ABX85380,ABG13273
ABG12514,ABX85850,AAS62964
AAS63313,ABX88481,ABG12086
AAS61823,ABX87161,ABG13146
AAS61444,ABX87549,ABG12651
ABG13325,ABX85825,AAS62048
ABG12006,ABX86948,AAS63239
AAS61026,ABX85869,ABG14626
ABG14282,ABX86114,AAS62931
AAS61344,ABX86233,ABG14446
AAS62545,ABX85690,ABG13986
ABG14542,ABX87579,AAS61099
ABG13692,ABX87869,AAS62374
AAS63386,ABX86268,ABG12161
AAS62187,ABX88256,ABG13495
AAS62819,ABX87412,ABG14156
ABG12611,ABX86053,AAS61484
AAS60856,ABX85277,ABG12016
AAS60385,ABX85783,ABG12223
AAS62229,ABX84927,ABG13540
AAS63272,ABX86537,ABG15573
ABG12779,ABX86602,AAS61647
AAS62047,ABX85508,ABG13324
ABG12861,ABX85492,AAS61209
ABG15153,ABX84988,AAS63099
ABG12180,ABX85724,AAS63406
ABG12375,ABX86907,AAS63713
ABG15849,ABX88498,AAS63932
ABG13569,ABX87865,AAS62258
ABG13686,ABX85089,AAS62368
AAS61997,ABX85461,ABG13850
ABG14425,ABX88284,AAS61325
AAS62183,ABX87633,ABG13490
ABG15572,ABX86078,AAS63270
AAS64122,ABX87301,ABG14973
ABG15866,ABX86094,AAS60805
ABG13333,ABX85375,AAS62053
ABG13535,ABX88286,AAS62224
AAS61705,ABX88315,ABG12842
AAS63298,ABX86491,ABG12071
AAS61654,ABX87355,ABG12786
ABG12890,ABX88462,AAS61185
ABG14348,ABX86850,AAS62656
AAS61687,ABX87514,ABG12822
ABG13312,ABX86511,AAS61937
ABG12036,ABX85039,AAS60836
ABG12691,ABX87138,AAS61132
AAS61574,ABX88366,ABG12700
AAS63739,ABX85167,ABG12345
AAS63140,ABX85961,ABG15106
AAS64000,ABX87456,ABG15665
AAS62446,ABX86274,ABG13874
AAS63074,ABX86250,ABG15178
ABG15678,ABX86819,AAS63987
AAS61098,ABX87822,ABG14543
ABG12488,ABX85969,AAS62990
AAS60814,ABX87183,ABG12056
AAS60297,ABX87932,ABG15489
ABG15076,ABX85553,AAS63171
AAS62674,ABX84882,ABG14367
ABG12199,ABX87003,AAS63423
ABG12304,ABX87637,AAS63667
AAS60858,ABX85905,ABG12014
AAS58669,ABX84827,ABG16170
ABG14372,ABX87833,AAS62679
ABG15144,ABX86029,AAS63107
ABG15023,ABX87089,AAS63215
AAS62017,ABX86686,ABG13826
ABG14887,ABX86611,AAS60537
ABG15516,ABX85828,AAS63785
AAS62833,ABX87204,ABG14171
ABG15920,ABX87050,AAS60751
ABG15794,ABX85760,AAS63532
ABG12190,ABX85346,AAS63414
AAS62786,ABX88233,ABG14122
AAS62862,ABX84891,ABG14206
ABG16148,ABX84748,AAS58647
ABG14945,ABX88172,AAS60872
AAS61156,ABX86756,ABG12923
ABG13936,ABX87764,AAS62499
AAS64049,ABX88474,ABG15619
ABG12957,ABX86030,AAS61560
ABG16323,ABX88735,AAS58570
AAS62610,ABX86730,ABG14051
AAS63456,ABX87031,ABG15390
ABG15206,ABX87094,AAS60502
ABG12342,ABX85579,AAS63742
ABG14770,ABX86229,AAS60624
ABG12540,ABX88188,AAS61313
AAS58686,ABX84764,ABG16177
ABG13624,ABX87554,AAS62307
AAS61664,ABX86224,ABG12796
AAS62569,ABX88307,ABG14011
AAS60567,ABX85497,ABG14855
ABG15563,ABX85892,AAS63261
ABG12492,ABX87055,AAS62986
AAS62380,ABX86264,ABG13697
AAS63517,ABX86631,ABG15779
AAS60931,ABX87457,ABG14720
AAS60642,ABX85475,ABG14789
AAS60907,ABX88448,ABG14908
AAS61446,ABX84965,ABG12649
AAS63418,ABX87461,ABG12194
ABG14027,ABX87877,AAS62588
ABG15658,ABX85827,AAS64006
AAS63761,ABX85233,ABG12321
AAS63521,ABX85014,ABG15783
AAS60287,ABX86203,ABG11978
AAS60457,ABX86271,ABG15253
ABG15717,ABX88078,AAS63948
ABG15246,ABX88372,AAS60463
AAS64036,ABX87368,ABG15630
AAS61847,ABX87771,ABG13118
ABG13713,ABX87555,AAS62396
ABG12426,ABX87490,AAS63028
AAS61943,ABX86045,ABG13321
ABG14131,ABX85202,AAS62795
AAS63819,ABX88654,ABG15549
AAS61818,ABX87849,ABG13151
AAS60937,ABX84989,ABG14715
ABG13527,ABX85826,AAS62216
AAS62783,ABX88208,ABG14119
ABG13856,ABX85420,AAS61991
ABG16099,ABX84892,AAS64139
AAS60620,ABX86228,ABG14765
ABG16029,ABX85500,AAS63853
ABG12159,ABX86072,AAS63384
ABG14114,ABX85696,AAS62778
AAS63845,ABX85713,ABG16036
AAS63891,ABX87383,ABG15807
AAS62008,ABX87281,ABG13838
ABG14207,ABX87701,AAS62863
ABG13321,ABX86045,AAS61943
AAS58766,ABX84752,ABG16241
ABG14730,ABX87533,AAS60921
AAS62632,ABX87427,ABG14072
ABG16108,ABX87915,AAS64148
AAS61217,ABX87341,ABG12853
ABG13630,ABX85317,AAS62312
ABG12126,ABX85566,AAS63352
AAS61992,ABX84904,ABG13855
AAS61948,ABX87042,ABG13792
ABG14574,ABX86166,AAS61076
AAS60533,ABX88213,ABG14891
AAS58642,ABX84773,ABG16142
AAS61688,ABX88631,ABG12823
AAS62742,ABX88685,ABG14316
ABG12554,ABX84895,AAS61298
ABG15958,ABX86950,AAS60711
AAS63262,ABX84924,ABG15564
AAS60337,ABX87654,ABG15449
AAS60536,ABX86080,ABG14888
ABG15506,ABX88319,AAS63775
AAS60493,ABX88523,ABG15215
ABG16129,ABX87010,AAS64169
AAS62330,ABX86162,ABG13650
ABG13499,ABX85076,AAS62191
ABG15857,ABX86558,AAS63941
ABG14209,ABX88696,AAS62865
ABG13668,ABX88339,AAS62349
AAS60528,ABX88122,ABG14895
AAS63078,ABX85174,ABG15174
AAS62179,ABX88242,ABG13486
AAS61529,ABX85421,ABG12990
AAS61567,ABX85383,ABG12949
ABG14119,ABX88208,AAS62783
AAS62867,ABX85487,ABG14211
AAS61594,ABX85980,ABG12721
ABG14544,ABX88264,AAS61097
AAS64021,ABX85817,ABG15645
ABG14329,ABX87625,AAS62729
AAS61585,ABX87856,ABG12712
ABG14231,ABX85034,AAS62887
AAS63908,ABX88668,ABG15825
AAS64064,ABX86120,ABG15603
