AAS61939,ABX87162,ABG13314
AAS62504,ABX87127,ABG13941
ABG15959,ABX86178,AAS60710
AAS63336,ABX85957,ABG12110
ABG12463,ABX88629,AAS63011
ABG12431,ABX85814,AAS63033
AAS62625,ABX85938,ABG14065
AAS63024,ABX85699,ABG12422
AAS61851,ABX86790,ABG13114
ABG14340,ABX86761,AAS62650
ABG14617,ABX87823,AAS61035
ABG15696,ABX85341,AAS63971
AAS63327,ABX88141,ABG12100
ABG15511,ABX87455,AAS63780
ABG12938,ABX85943,AAS61141
AAS63145,ABX86754,ABG15101
AAS63409,ABX85707,ABG12183
AAS63395,ABX88542,ABG12170
ABG13009,ABX85468,AAS61274
AAS60894,ABX87151,ABG14923
ABG15526,ABX87184,AAS63797
ABG13841,ABX86630,AAS62005
ABG11989,ABX84932,AAS63255
AAS63206,ABX86111,ABG15032
ABG15562,ABX88757,AAS60523
ABG14503,ABX87489,AAS61397
ABG14021,ABX84940,AAS62582
AAS62996,ABX85941,ABG12481
AAS62651,ABX86787,ABG14341
ABG12960,ABX86136,AAS61557
AAS60651,ABX84999,ABG14799
ABG13997,ABX85334,AAS62555
AAS63557,ABX87931,ABG16085
AAS62819,ABX87412,ABG14156
ABG13749,ABX85990,AAS62433
AAS62064,ABX87790,ABG13346
AAS62173,ABX86405,ABG13480
ABG13839,ABX85743,AAS62007
ABG13425,ABX88507,AAS62136
ABG16066,ABX85509,AAS63543
AAS61723,ABX85143,ABG13084
AAS60455,ABX85162,ABG15255
ABG12813,ABX86083,AAS61679
ABG15070,ABX86727,AAS63177
ABG11995,ABX86967,AAS63251
ABG12176,ABX87345,AAS63401
ABG14053,ABX85642,AAS62612
ABG12655,ABX86157,AAS61440
ABG16319,ABX88718,AAS58536
AAS63420,ABX88601,ABG12196
AAS60874,ABX87208,ABG14943
ABG14057,ABX88549,AAS62616
AAS61189,ABX86345,ABG12883
AAS61978,ABX86032,ABG13759
AAS61047,ABX87872,ABG14606
AAS62409,ABX85140,ABG13726
AAS60316,ABX85459,ABG15470
AAS61511,ABX86470,ABG12583
ABG14367,ABX84882,AAS62674
AAS58750,ABX84745,ABG16211
ABG15571,ABX86856,AAS63269
ABG13390,ABX86629,AAS62103
AAS63466,ABX85784,ABG15730
ABG12691,ABX87138,AAS61132
ABG12428,ABX85225,AAS63030
ABG14551,ABX85037,AAS61093
ABG13650,ABX86162,AAS62330
AAS62912,ABX86295,ABG14261
ABG12602,ABX88422,AAS61491
ABG12904,ABX85337,AAS61172
ABG15539,ABX87404,AAS63809
ABG13254,ABX86648,AAS61882
ABG15407,ABX87403,AAS60381
ABG13641,ABX85094,AAS62322
AAS62159,ABX86352,ABG13466
AAS64022,ABX86240,ABG15644
AAS63194,ABX86254,ABG15048
AAS60515,ABX86223,ABG15194
ABG13925,ABX85914,AAS62486
AAS63180,ABX87957,ABG15067
ABG14125,ABX87597,AAS62789
AAS60658,ABX85928,ABG14805
AAS60497,ABX86386,ABG15211
ABG15716,ABX88080,AAS63949
ABG13311,ABX85545,AAS61936
AAS63122,ABX85602,ABG15129
AAS62595,ABX88055,ABG14034
ABG15470,ABX85459,AAS60316
AAS60726,ABX88005,ABG15944
AAS60458,ABX86687,ABG15252
ABG15704,ABX85287,AAS63962
AAS60547,ABX88438,ABG14878
ABG15929,ABX87604,AAS60742
ABG13540,ABX84927,AAS62229
ABG12859,ABX87748,AAS61211
ABG12949,ABX85383,AAS61567
ABG13982,ABX86923,AAS62541
AAS62664,ABX86931,ABG14355
ABG12634,ABX84941,AAS61460
AAS63464,ABX86612,ABG15728
ABG12073,ABX86179,AAS63300
AAS62636,ABX85824,ABG14076
AAS61587,ABX86596,ABG12714
ABG12922,ABX86115,AAS61157
ABG13511,ABX87976,AAS62202
ABG14887,ABX86611,AAS60537
AAS60330,ABX85394,ABG15456
AAS63999,ABX84966,ABG15666
AAS58666,ABX84829,ABG16167
ABG12199,ABX87003,AAS63423
ABG12666,ABX85522,AAS61432
ABG12664,ABX87874,AAS61434
ABG13075,ABX86064,AAS61713
ABG14505,ABX88326,AAS61399
ABG12375,ABX86907,AAS63713
AAS62295,ABX87450,ABG13614
ABG16028,ABX87641,AAS63854
AAS61775,ABX87221,ABG13198
AAS63833,ABX86854,ABG16049
ABG14194,ABX87120,AAS62853
ABG15196,ABX86835,AAS60513
ABG12766,ABX87378,AAS61634
ABG15301,ABX85952,AAS60409
ABG15047,ABX86474,AAS63195
ABG14076,ABX85824,AAS62636
ABG16129,ABX87010,AAS64169
AAS61614,ABX85528,ABG12747
AAS64010,ABX86049,ABG15654
ABG12887,ABX85299,AAS61188
AAS61536,ABX85607,ABG12983
ABG15849,ABX88498,AAS63932
AAS64056,ABX86459,ABG15611
AAS62503,ABX87537,ABG13940
ABG14545,ABX87596,AAS61096
ABG15760,ABX88420,AAS63498
ABG16272,ABX88731,AAS58568
AAS61829,ABX86216,ABG13140
ABG15263,ABX86402,AAS60447
AAS60863,ABX85104,ABG14954
ABG14114,ABX85696,AAS62778
AAS61249,ABX85200,ABG13035
AAS60923,ABX86403,ABG14728
ABG12273,ABX85080,AAS63637
AAS62219,ABX85891,ABG13531
AAS63148,ABX88419,ABG15098
ABG13790,ABX85653,AAS61950
AAS63086,ABX87667,ABG15166
AAS63428,ABX87314,ABG12204
AAS60350,ABX86837,ABG15435
ABG14929,ABX85006,AAS60887
ABG15965,ABX86440,AAS60704
ABG14892,ABX87794,AAS60532
AAS62514,ABX87564,ABG13955
AAS63224,ABX87829,ABG15010
AAS61248,ABX86305,ABG13036
ABG14615,ABX87020,AAS61038
AAS63755,ABX88645,ABG12327
AAS61862,ABX85882,ABG13103
AAS62846,ABX87391,ABG14184
AAS62904,ABX85224,ABG14252
ABG15577,ABX88429,AAS63276
AAS61825,ABX88399,ABG13144
AAS60589,ABX87732,ABG14832
AAS61898,ABX86493,ABG13271
AAS62523,ABX85279,ABG13963
AAS62556,ABX88476,ABG13998
AAS60409,ABX85952,ABG15301
AAS60464,ABX87694,ABG15244
AAS58663,ABX84824,ABG16164
AAS61141,ABX85943,ABG12938
AAS58660,ABX84797,ABG16161
AAS60694,ABX87827,ABG15975
AAS63090,ABX86691,ABG15162
ABG12120,ABX88018,AAS63346
AAS61712,ABX86593,ABG13074
AAS62487,ABX85582,ABG13926
ABG12910,ABX87551,AAS61168
ABG12481,ABX85941,AAS62996
AAS63146,ABX85484,ABG15100
AAS60966,ABX86572,ABG14685
ABG14645,ABX87980,AAS61008
ABG15508,ABX87506,AAS63777
ABG14566,ABX86694,AAS61083
AAS61250,ABX88388,ABG13034
AAS61012,ABX86312,ABG14640
AAS63448,ABX86210,ABG15399
ABG12014,ABX85905,AAS60858
AAS63606,ABX85977,ABG12239
AAS63654,ABX87807,ABG12291
ABG12070,ABX87194,AAS63297
ABG13898,ABX85612,AAS62467
AAS60306,ABX85423,ABG15479
AAS61971,ABX86084,ABG13769
AAS61852,ABX87408,ABG13113
AAS60857,ABX84875,ABG12015
ABG15747,ABX86800,AAS63483
ABG13308,ABX88642,AAS61932
ABG12223,ABX85783,AAS60385
AAS63788,ABX86133,ABG15519
ABG13901,ABX88244,AAS62469
ABG14273,ABX86949,AAS62922
ABG15606,ABX88194,AAS64061
ABG13296,ABX85913,AAS61920
ABG12853,ABX87341,AAS61217
AAS62109,ABX85393,ABG13397
AAS63408,ABX84914,ABG12182
ABG13563,ABX87493,AAS62252
ABG15857,ABX86558,AAS63941
AAS63996,ABX87576,ABG15669
ABG12919,ABX88236,AAS61160
ABG14327,ABX88304,AAS62731
AAS63533,ABX84909,ABG15796
ABG13560,ABX88087,AAS62249
AAS62817,ABX85274,ABG14154
ABG12497,ABX86610,AAS62981
AAS63006,ABX86412,ABG12468
ABG12786,ABX87355,AAS61654
AAS64147,ABX88580,ABG16106
AAS61399,ABX88326,ABG14505
AAS62937,ABX86543,ABG14288
ABG16108,ABX87915,AAS64148
AAS63904,ABX85795,ABG15821
AAS61092,ABX85502,ABG14552
ABG16068,ABX86720,AAS63545
ABG13361,ABX86304,AAS62079
AAS60844,ABX86586,ABG12028
AAS60812,ABX86372,ABG12058
AAS63292,ABX86862,ABG12065
ABG14793,ABX86843,AAS60646
AAS64002,ABX87200,ABG15661
ABG15455,ABX87851,AAS60331
AAS60469,ABX85101,ABG15240
ABG13571,ABX87048,AAS62260
ABG14012,ABX86502,AAS62570
ABG12799,ABX85576,AAS61667
AAS60286,ABX86752,ABG11974
AAS61867,ABX88575,ABG13096
AAS60905,ABX86675,ABG14911
AAS63483,ABX86800,ABG15747
AAS62683,ABX86742,ABG14376
ABG12026,ABX84944,AAS60846
ABG15128,ABX86349,AAS63123
ABG12733,ABX85896,AAS61604
ABG13128,ABX87635,AAS61839
ABG12096,ABX86954,AAS63324
ABG12995,ABX86288,AAS61524
ABG16313,ABX88777,AAS58528
AAS61440,ABX86157,ABG12655
ABG13417,ABX85178,AAS62128
ABG12529,ABX84921,AAS62950
AAS64139,ABX84892,ABG16099
ABG16032,ABX87121,AAS63850
ABG12320,ABX86286,AAS63762
AAS64110,ABX87679,ABG14990
ABG13661,ABX87896,AAS62342
AAS62070,ABX86453,ABG13352
ABG15707,ABX86737,AAS63959
ABG16242,ABX84784,AAS58767
AAS62713,ABX86039,ABG14410
AAS63989,ABX85623,ABG15676
AAS61739,ABX85801,ABG13236
AAS61982,ABX84876,ABG13865
ABG15233,ABX88386,AAS60476
AAS60791,ABX86159,ABG15879
AAS63358,ABX85007,ABG12132
AAS62786,ABX88233,ABG14122
ABG12299,ABX85131,AAS63662
AAS62599,ABX86639,ABG14040
ABG12514,ABX85850,AAS62964
AAS63941,ABX86558,ABG15857
ABG13646,ABX85412,AAS62326
ABG14126,ABX87075,AAS62790
ABG14464,ABX87620,AAS61360
AAS62197,ABX84979,ABG13506
ABG12895,ABX85059,AAS61179
AAS62175,ABX85464,ABG13482
ABG15733,ABX86411,AAS63469
AAS62994,ABX85348,ABG12483
ABG14477,ABX87106,AAS61374
AAS62262,ABX88245,ABG13578
ABG15804,ABX85133,AAS63888
ABG13402,ABX87416,AAS62114
AAS60743,ABX85951,ABG15928
ABG15460,ABX88355,AAS60326
AAS60298,ABX85611,ABG15488
ABG14286,ABX85731,AAS62935
ABG15236,ABX86803,AAS60473
AAS63422,ABX87397,ABG12198
ABG13851,ABX87580,AAS61996
ABG12446,ABX87612,AAS63048
AAS63238,ABX88220,ABG12007
ABG12372,ABX86384,AAS63716
ABG14398,ABX85417,AAS62703
ABG15563,ABX85892,AAS63261
ABG15433,ABX87881,AAS60352
ABG13298,ABX85085,AAS61922
AAS60968,ABX88577,ABG14683
ABG15084,ABX86397,AAS63163
AAS62466,ABX86423,ABG13897
AAS60893,ABX87566,ABG14924
ABG13525,ABX88002,AAS62214
ABG12189,ABX85748,AAS63413
AAS61266,ABX85235,ABG13019
AAS63078,ABX85174,ABG15174
AAS63547,ABX85592,ABG16073
AAS62609,ABX86869,ABG14050
AAS62215,ABX86238,ABG13526
ABG14547,ABX86735,AAS61094
ABG15966,ABX84878,AAS60703
AAS63010,ABX88179,ABG12464
ABG14661,ABX85288,AAS60992
ABG12001,ABX88131,AAS63245
ABG12852,ABX87669,AAS61218
ABG12338,ABX87731,AAS63746
ABG14935,ABX85486,AAS60882
ABG12170,ABX88542,AAS63395
ABG13388,ABX85118,AAS62101
ABG12055,ABX87703,AAS60815
ABG14735,ABX88301,AAS60672
AAS63076,ABX88451,ABG15176
ABG12008,ABX87761,AAS63237
AAS61535,ABX86684,ABG12984
AAS61916,ABX88547,ABG13292
AAS64059,ABX87960,ABG15608
AAS61563,ABX88651,ABG12954
ABG12540,ABX88188,AAS61313
AAS60379,ABX86112,ABG15409
AAS63312,ABX87642,ABG12085
ABG14795,ABX87394,AAS60648
AAS64052,ABX85305,ABG15615
ABG13791,ABX85970,AAS61949
AAS63524,ABX87373,ABG15786
AAS61214,ABX85736,ABG12856
ABG15174,ABX85174,AAS63078
AAS60711,ABX86950,ABG15958
AAS62200,ABX87156,ABG13509
ABG13264,ABX88363,AAS61892
ABG14947,ABX88370,AAS60870
AAS61755,ABX87471,ABG13217
AAS62610,ABX86730,ABG14051
AAS62412,ABX85183,ABG13729
AAS63347,ABX88611,ABG12121
AAS62700,ABX87139,ABG14393
ABG14688,ABX85114,AAS60963
AAS61994,ABX85934,ABG13853
AAS64058,ABX87070,ABG15609
ABG12946,ABX86042,AAS61137
AAS61292,ABX85679,ABG12560
ABG14440,ABX87973,AAS61338
AAS63023,ABX87773,ABG12421
ABG16069,ABX87286,AAS63546
ABG13107,ABX86900,AAS61858
ABG14281,ABX87536,AAS62930
AAS61085,ABX86627,ABG14563
ABG15298,ABX87526,AAS60412
AAS61366,ABX85396,ABG14468
ABG13891,ABX85810,AAS62460
AAS62160,ABX88520,ABG13467
AAS63178,ABX85158,ABG15069
ABG13872,ABX85152,AAS62444
ABG13956,ABX86040,AAS62515
ABG13113,ABX87408,AAS61852
AAS63715,ABX85834,ABG12373
ABG15745,ABX87923,AAS63481
AAS60494,ABX87820,ABG15214
ABG13088,ABX85466,AAS61726
AAS60638,ABX88037,ABG14785
AAS64128,ABX88502,ABG14968
AAS62022,ABX85858,ABG13820
AAS62959,ABX88016,ABG12519
AAS60390,ABX88627,ABG12228
ABG16144,ABX84852,AAS58644
AAS61996,ABX87580,ABG13851
ABG15865,ABX86401,AAS60806
ABG12927,ABX86069,AAS61152
AAS64121,ABX86884,ABG14974
AAS61449,ABX86334,ABG12646
ABG13211,ABX87578,AAS61762
ABG12467,ABX86976,AAS63007
ABG15967,ABX85357,AAS60702
AAS63384,ABX86072,ABG12159
AAS60470,ABX85051,ABG15239
AAS63299,ABX85092,ABG12072
ABG13321,ABX86045,AAS61943
ABG15835,ABX87718,AAS63918
ABG12552,ABX85942,AAS61300
AAS60449,ABX86070,ABG15261
AAS58650,ABX84845,ABG16151
ABG15278,ABX87265,AAS60433
AAS64043,ABX85149,ABG15624
AAS60318,ABX86311,ABG15468
AAS63451,ABX85851,ABG15394
AAS64031,ABX87595,ABG15635
AAS62974,ABX87997,ABG12504
ABG13014,ABX85443,AAS61271
ABG13697,ABX86264,AAS62380
ABG13238,ABX86044,AAS61737
ABG13611,ABX85754,AAS62293
AAS61072,ABX88266,ABG14578
AAS63097,ABX87707,ABG15155
ABG14403,ABX87229,AAS62707
AAS62661,ABX88625,ABG14352
ABG14466,ABX88643,AAS61363
ABG15264,ABX85514,AAS60446
AAS61684,ABX85904,ABG12819
ABG13018,ABX85910,AAS61267
ABG12278,ABX86561,AAS63642
AAS63656,ABX86443,ABG12293
AAS62888,ABX85543,ABG14232
ABG12089,ABX87927,AAS63316
ABG14744,ABX87033,AAS60599
ABG15194,ABX86223,AAS60515
AAS61894,ABX87539,ABG13266
ABG13420,ABX87886,AAS62131
ABG14903,ABX86826,AAS60912
AAS63841,ABX87808,ABG16040
AAS63103,ABX88563,ABG15149
ABG16033,ABX84810,AAS63678
ABG12515,ABX87159,AAS62963
ABG13927,ABX85185,AAS62488
ABG16273,ABX88770,AAS58569
AAS62077,ABX87585,ABG13359
AAS60810,ABX85714,ABG12060
AAS63414,ABX85346,ABG12190
AAS60283,ABX85203,ABG11971
ABG12612,ABX87284,AAS61483
ABG14940,ABX88619,AAS60877
AAS60352,ABX87881,ABG15433
AAS58584,ABX88736,ABG16289
AAS60597,ABX86690,ABG14742
AAS62869,ABX88513,ABG14213
ABG13503,ABX85879,AAS62193
ABG15621,ABX87664,AAS64046
AAS61152,ABX86069,ABG12927
AAS63211,ABX87685,ABG15027
AAS60560,ABX88400,ABG14863
AAS61204,ABX88600,ABG12866
ABG12398,ABX87926,AAS63689
AAS62255,ABX86497,ABG13566
ABG15210,ABX85013,AAS60498
ABG14232,ABX85543,AAS62888
ABG14970,ABX87351,AAS64126
ABG12819,ABX85904,AAS61684
AAS60753,ABX85270,ABG15915
ABG15695,ABX87853,AAS63972
ABG12643,ABX86997,AAS61452
ABG15818,ABX87207,AAS63901
ABG15183,ABX85830,AAS63069
ABG15502,ABX86246,AAS63771
ABG15045,ABX86581,AAS63197
AAS62825,ABX84982,ABG14163
ABG15957,ABX87480,AAS60712
AAS61787,ABX86937,ABG13184
AAS58576,ABX88752,ABG16280
ABG16146,ABX84807,AAS58646
ABG13681,ABX86501,AAS62363
AAS62184,ABX87839,ABG13491
AAS62323,ABX86374,ABG13643
AAS61784,ABX87919,ABG13187
AAS61594,ABX85980,ABG12721
AAS60333,ABX86768,ABG15453
ABG13421,ABX88564,AAS62132
AAS62402,ABX86751,ABG13718
ABG12915,ABX85809,AAS61164
ABG13584,ABX86138,AAS64072,ABG15594
AAS61706,ABX85684,ABG12843
AAS63118,ABX86488,ABG15133
ABG13000,ABX88121,AAS61519
ABG14992,ABX85187,AAS64108
AAS62776,ABX88253,ABG14112
AAS62900,ABX86464,ABG14248
AAS61096,ABX87596,ABG14545
ABG12883,ABX86345,AAS61189
AAS60581,ABX85588,ABG14839
ABG15446,ABX84929,AAS60340
ABG12652,ABX88148,AAS61443
AAS63298,ABX86491,ABG12071
ABG13652,ABX85273,AAS62332
ABG13906,ABX88057,AAS62471
AAS63783,ABX86858,ABG15514
AAS61284,ABX85661,ABG12568
AAS63476,ABX87994,ABG15739
AAS60425,ABX87903,ABG15286
AAS62979,ABX86755,ABG12499
AAS63982,ABX86202,ABG15685
ABG14408,ABX86820,AAS62711
ABG13225,ABX86809,AAS61746
ABG12660,ABX87900,AAS61438
ABG15036,ABX87192,AAS63202
AAS61015,ABX88687,ABG14637
ABG13117,ABX85460,AAS61848
ABG15468,ABX86311,AAS60318
ABG12482,ABX84943,AAS62995
AAS62265,ABX87426,ABG13581
ABG15604,ABX85154,AAS64063
ABG14841,ABX86579,AAS60580
ABG12196,ABX88601,AAS63420
ABG12882,ABX87818,AAS61190
AAS62060,ABX85097,ABG13342
ABG16318,ABX88723,AAS58535
ABG14434,ABX86260,AAS61332
ABG12119,ABX87971,AAS63345
ABG15870,ABX85416,AAS60801
AAS60485,ABX88384,ABG15223
ABG14182,ABX88359,AAS62844
ABG16103,ABX85998,AAS64143
AAS62699,ABX85610,ABG14392
AAS63946,ABX88617,ABG15718
AAS63404,ABX88516,ABG12178
ABG15973,ABX85241,AAS60696
ABG12383,ABX86282,AAS63704
AAS63711,ABX85542,ABG12376
AAS62212,ABX87887,ABG13521
ABG14443,ABX87845,AAS61341
ABG15100,ABX85484,AAS63146
AAS64157,ABX88540,ABG16117
AAS60348,ABX86514,ABG15436
AAS63740,ABX88609,ABG12344
ABG15951,ABX88545,AAS60719
AAS63105,ABX86222,ABG15146
AAS58754,ABX84776,ABG16233
AAS62275,ABX88554,ABG13591
AAS63153,ABX88317,ABG15094
ABG14423,ABX85129,AAS61323
AAS62796,ABX85730,ABG14132
ABG14597,ABX88064,AAS61056
AAS60802,ABX88595,ABG15869
AAS61510,ABX86051,ABG12584
ABG12207,ABX88116,AAS63431
ABG11978,ABX86203,AAS60287
AAS61917,ABX85019,ABG13293
ABG12301,ABX87631,AAS63664
ABG13393,ABX86090,AAS62106
ABG12340,ABX86381,AAS63744
ABG16160,ABX84802,AAS58659
AAS63195,ABX86474,ABG15047
ABG13979,ABX88471,AAS60422,ABX88293
ABG15290,ABX85550,AAS60420
AAS62930,ABX87536,ABG14281
AAS62707,ABX87229,ABG14403
AAS62938,ABX87567,ABG14289
ABG12217,ABX87126,AAS63441
ABG12838,ABX88351,AAS61701
ABG14679,ABX86011,AAS60974
ABG13693,ABX87084,AAS62375
AAS62708,ABX86677,ABG14404
AAS62384,ABX88238,ABG13701
AAS62929,ABX86418,ABG14280
AAS63176,ABX86309,ABG15071
AAS62056,ABX88067,ABG13338
ABG13256,ABX85792,AAS61884
AAS61641,ABX85958,ABG12773
ABG12894,ABX86301,AAS61180
ABG14383,ABX87622,AAS62690
ABG16208,ABX84758,AAS58756
AAS61281,ABX85627,ABG12571
AAS63923,ABX85840,ABG15840
ABG12310,ABX88347,AAS63672
ABG13486,ABX88242,AAS62179
ABG13677,ABX87122,AAS62359
AAS64117,ABX86613,ABG14978
AAS62235,ABX86763,ABG13546
ABG12160,ABX86705,AAS63385
AAS58574,ABX88701,ABG16277
AAS61667,ABX85576,ABG12799
ABG13714,ABX85524,AAS62397
AAS58708,ABX84769,ABG16196
AAS63622,ABX86651,ABG12730
ABG15962,ABX86753,AAS60707
ABG12283,ABX87344,AAS63647
ABG15668,ABX86158,AAS63997
AAS62579,ABX85972,ABG14019
AAS58592,ABX88709,ABG16295
AAS63968,ABX88248,ABG15699
AAS62483,ABX86527,ABG13922
AAS64141,ABX87599,ABG16101
AAS63858,ABX85644,ABG16025
ABG15980,ABX85568,AAS60689
ABG13432,ABX87847,AAS62144
AAS62756,ABX88152,ABG14300
AAS61897,ABX85188,ABG13270
ABG14444,ABX88227,AAS61342
AAS63333,ABX86332,ABG12107
AAS61577,ABX86592,ABG12703
AAS61969,ABX87459,ABG13771
ABG14760,ABX85798,AAS60614
ABG15822,ABX85946,AAS63905
AAS60784,ABX85248,ABG15885
AAS62940,ABX87433,ABG14291
AAS62115,ABX87831,ABG13403
ABG15524,ABX87437,AAS63791
ABG12251,ABX87093,AAS63616
ABG13738,ABX85777,AAS62421
AAS63678,ABX84810,ABG16033
ABG14843,ABX84972,AAS60578
AAS61160,ABX88236,ABG12919
AAS63215,ABX87089,ABG15023
ABG12795,ABX85897,AAS61663
AAS62536,ABX85454,ABG13973
AAS60819,ABX87065,ABG12053
AAS60445,ABX86723,ABG15266
ABG13265,ABX86780,AAS61893
ABG13948,ABX87721,AAS62510
AAS60992,ABX85288,ABG14661
ABG15050,ABX86507,AAS61834,ABG13132
AAS62393,ABX86776,ABG13710
ABG12015,ABX84875,AAS60857
AAS62540,ABX85655,ABG13981
AAS60751,ABX87050,ABG15920
AAS61405,ABX85698,ABG14512
AAS62332,ABX85273,ABG13652
ABG16233,ABX84776,AAS58754
AAS64119,ABX85330,ABG14976
ABG12611,ABX86053,AAS61484
AAS60386,ABX85146,ABG12224
AAS61687,ABX87514,ABG12822
AAS62914,ABX86783,ABG14264
AAS60776,ABX85310,ABG15892
ABG15472,ABX88455,AAS60314
AAS63296,ABX87719,ABG12069
AAS58695,ABX84834,ABG16184
ABG15282,ABX86739,AAS60429
ABG12854,ABX86678,AAS61216
ABG14451,ABX88207,AAS61349
ABG15741,ABX87005,AAS63478
AAS61038,ABX87020,ABG14615
AAS63878,ABX88373,ABG16005
ABG14674,ABX85900,AAS60980
ABG13112,ABX87933,AAS61853
AAS63722,ABX86357,ABG12368
ABG13333,ABX85375,AAS62053
AAS61342,ABX88227,ABG14444
ABG14838,ABX86243,AAS60583
ABG15650,ABX85362,AAS64014
AAS60356,ABX87879,ABG15428
AAS60610,ABX87802,ABG14756
ABG14720,ABX87457,AAS60931
AAS62203,ABX85745,ABG13512
AAS60548,ABX87863,ABG14877
AAS63685,ABX88641,ABG12402
AAS61596,ABX87190,ABG12723
AAS62370,ABX87681,ABG13688
AAS63548,ABX85195,ABG16074
AAS61039,ABX86600,ABG14614
AAS60865,ABX87296,ABG14952
AAS62671,ABX88585,ABG14362
AAS58739,ABX84818,ABG16235
ABG13710,ABX86776,AAS62393
AAS60372,ABX87948,ABG15414
AAS61700,ABX87955,ABG12837
AAS63088,ABX88488,ABG15164
ABG15215,ABX88523,AAS60493
ABG13877,ABX85045,AAS62449
ABG14514,ABX88530,AAS61406
AAS60823,ABX85920,ABG12049
ABG12672,ABX88174,AAS61426
AAS61427,ABX87540,ABG12671
ABG13614,ABX87450,AAS62295
AAS63012,ABX87556,ABG12462
AAS62240,ABX85768,ABG13551
ABG15868,ABX87216,AAS60803
AAS63382,ABX87747,ABG12157
AAS63664,ABX87631,ABG12301
ABG13991,ABX86741,AAS62550
AAS61066,ABX88385,ABG14587
AAS62668,ABX88680,ABG14359
AAS61091,ABX87998,ABG14553
AAS61369,ABX87639,ABG14471
ABG12004,ABX85057,AAS63241
AAS62905,ABX87524,ABG14253
AAS63624,ABX86963,ABG12732
AAS63921,ABX85078,ABG15838
AAS60385,ABX85783,ABG12223
ABG12785,ABX87060,AAS61653
ABG15456,ABX85394,AAS60330
ABG14869,ABX85885,AAS60556
AAS62772,ABX87929,ABG14108
ABG14802,ABX87235,AAS60654
ABG14980,ABX88308,AAS64115
ABG15260,ABX87690,AAS60450
AAS60757,ABX85213,ABG15911
ABG13139,ABX85632,AAS61830
AAS63319,ABX87878,ABG12092
ABG13465,ABX86265,AAS62158
ABG16101,ABX87599,AAS64141
ABG15189,ABX88046,AAS60520
AAS62654,ABX86217,ABG14344
ABG12760,ABX88239,AAS61627
AAS62202,ABX87976,ABG13511
AAS60588,ABX86538,ABG14833
ABG15219,ABX86575,AAS60489
ABG12677,ABX85711,AAS61422
ABG12132,ABX85007,AAS63358
ABG15172,ABX86762,AAS63081
ABG14552,ABX85502,AAS61092
AAS61513,ABX87530,ABG12581
ABG15943,ABX87716,AAS60727
AAS58690,ABX84746,ABG16180
ABG13900,ABX87163,AAS62468
ABG12717,ABX87240,AAS61590
ABG13780,ABX86008,AAS61960
ABG14646,ABX88610,AAS61007
AAS62791,ABX85986,ABG14127
ABG13177,ABX85029,AAS61792
AAS62201,ABX88648,ABG13510
ABG11974,ABX86752,AAS60286
ABG15024,ABX88673,AAS63214
ABG13212,ABX86063,AAS61761
AAS61265,ABX86205,ABG13020
AAS63977,ABX86471,ABG15690
AAS61726,ABX85466,ABG13088
ABG14164,ABX88270,AAS62826
AAS62474,ABX86353,ABG13911
AAS61166,ABX86628,ABG12912
AAS62250,ABX88295,ABG13561
AAS60397,ABX85345,ABG12234
AAS62206,ABX88027,ABG13515
ABG14063,ABX88323,AAS62623
ABG14667,ABX85818,AAS60989
AAS62832,ABX87166,ABG14170
AAS60709,ABX87333,ABG15960
AAS61517,ABX87224,ABG13002
AAS60285,ABX86273,ABG11973
AAS60831,ABX85561,ABG12041
ABG13474,ABX86607,AAS62167
ABG12706,ABX87682,AAS61580
ABG15728,ABX86612,AAS63464
ABG13105,ABX86462,AAS61860
ABG15467,ABX86331,AAS60319
ABG13718,ABX86751,AAS62402
AAS63141,ABX86134,ABG15105
ABG14276,ABX87511,AAS62924
ABG15644,ABX86240,AAS64022
ABG15179,ABX85155,AAS63073
ABG14588,ABX87116,AAS61065
AAS58664,ABX84757,ABG16165
AAS60362,ABX86344,ABG15423
AAS63143,ABX86901,ABG15103
ABG13080,ABX85752,AAS61719
AAS61051,ABX85447,ABG14602
ABG15719,ABX87241,AAS63945
ABG15807,ABX87383,AAS63891
AAS62970,ABX86339,ABG12508
ABG12148,ABX85256,AAS63372
ABG12847,ABX86255,AAS61709
AAS60426,ABX88100,ABG15285
ABG13407,ABX87352,AAS62118
ABG16257,ABX88700,AAS58551
AAS62782,ABX85716,ABG14118
AAS60384,ABX85670,ABG12222
AAS62264,ABX87841,ABG13580
ABG14116,ABX86544,AAS62780
ABG14192,ABX86154,AAS62851
AAS62124,ABX87817,ABG13413
AAS60998,ABX88209,ABG14655
ABG15132,ABX88594,AAS63119
ABG15303,ABX84880,AAS60407
ABG15586,ABX87806,AAS63285
AAS62608,ABX87285,ABG14049
AAS61089,ABX86068,ABG14555
ABG13907,ABX88345,AAS62472
AAS61541,ABX88321,ABG12978
AAS61459,ABX86434,ABG12635
AAS62950,ABX84921,ABG12529
AAS61300,ABX85942,ABG12552
ABG13802,ABX87358,AAS62038
ABG13116,ABX86996,AAS61849
AAS61774,ABX88452,ABG13199
ABG12128,ABX88358,AAS63354
ABG16197,ABX84760,AAS58709
AAS63214,ABX88673,ABG15024
ABG16249,ABX88738,AAS58542
AAS63025,ABX86959,ABG12423
AAS60975,ABX87550,ABG14678
AAS63694,ABX87331,ABG12393
ABG15199,ABX85153,AAS60510
