('AAS60567', 'ABX85497', 'ABG14855')
('ABG15484', 'ABX86861', 'AAS60302')
('ABG15476', 'ABX85870', 'AAS60310')
('AAS61659', 'ABX85615', 'ABG12791')
('AAS63300', 'ABX86179', 'ABG12073')
('ABG14870', 'ABX86626', 'AAS60555')
('ABG14480', 'ABX88491', 'AAS61376')
('AAS60544', 'ABX86247', 'ABG14881')
('AAS60472', 'ABX85478', 'ABG15237')
('AAS61485', 'ABX86604', 'ABG12610')
('AAS62406', 'ABX87880', 'ABG13724')
('ABG14654', 'ABX86463', 'AAS60999')
('AAS60741', 'ABX84980', 'ABG15930')
('AAS60945', 'ABX87342', 'ABG14708')
('ABG14758', 'ABX87482', 'AAS60612')
('ABG12692', 'ABX88635', 'AAS61133')
('ABG15783', 'ABX85014', 'AAS63521')
('AAS61879', 'ABX87949', 'ABG13251')
('ABG12497', 'ABX86610', 'AAS62981')
('ABG16180', 'ABX84746', 'AAS58690')
('AAS60824', 'ABX87324', 'ABG12048')
('AAS60803', 'ABX87216', 'ABG15868')
('AAS61531', 'ABX86135', 'ABG12988')
('ABG14464', 'ABX87620', 'AAS61360')
('AAS60988', 'ABX85572', 'ABG14668')
('AAS61632', 'ABX85848', 'ABG12764')
('AAS58729', 'ABX84856', 'ABG16225')
('ABG14304', 'ABX87605', 'AAS62752')
('ABG15278', 'ABX87265', 'AAS60433')
('AAS63510', 'ABX85147', 'ABG15772')
('ABG13979', 'ABX88471', 'AAS60422', 'ABX88293')
('AAS63922', 'ABX85378', 'ABG15839')
('ABG12383', 'ABX86282', 'AAS63704')
('AAS62547', 'ABX85574', 'ABG13988')
('ABG12753', 'ABX85702', 'AAS61620')
('AAS63867', 'ABX87250', 'ABG16016')
('AAS63297', 'ABX87194', 'ABG12070')
('ABG15133', 'ABX86488', 'AAS63118')
('ABG16171', 'ABX84763', 'AAS58670')
('AAS63978', 'ABX85139', 'ABG15689')
('ABG16263', 'ABX88737', 'AAS58559')
('AAS60620', 'ABX86228', 'ABG14765')
('ABG14462', 'ABX86504', 'AAS61358')
('AAS60443', 'ABX85379', 'ABG15268')
('AAS61297', 'ABX85395', 'ABG12555')
('AAS63103', 'ABX88563', 'ABG15149')
('AAS58668', 'ABX84821', 'ABG16169')
('ABG14924', 'ABX87566', 'AAS60893')
('ABG16025', 'ABX85644', 'AAS63858')
('ABG12040', 'ABX88263', 'AAS60832')
('ABG16277', 'ABX88701', 'AAS58574')
('ABG15220', 'ABX86285', 'AAS60488')
('AAS62522', 'ABX84946', 'ABG13962')
('AAS61685', 'ABX84894', 'ABG12820')
('ABG15567', 'ABX85710', 'AAS63265')
('AAS63927', 'ABX88312', 'ABG15844')
('AAS60752', 'ABX87902', 'ABG15916')
('AAS61292', 'ABX85679', 'ABG12560')
('ABG15627', 'ABX88583', 'AAS64040')
('ABG16253', 'ABX88775', 'AAS58546')
('AAS63546', 'ABX87286', 'ABG16069')
('AAS60484', 'ABX85212', 'ABG15224')
('AAS62537', 'ABX88045', 'ABG13977')
('AAS62637', 'ABX86399', 'ABG14077')
('AAS60696', 'ABX85241', 'ABG15973')
('ABG15658', 'ABX85827', 'AAS64006')
('ABG14971', 'ABX86802', 'AAS64125')
('AAS60380', 'ABX87401', 'ABG15408')
('ABG12067', 'ABX87922', 'AAS63294')
('ABG15122', 'ABX87381', 'AAS63128')
('AAS62109', 'ABX85393', 'ABG13397')
('ABG12523', 'ABX85182', 'AAS62956')
('ABG15454', 'ABX88650', 'AAS60332')
('ABG12625', 'ABX84994', 'AAS61469')
('ABG12796', 'ABX86224', 'AAS61664')
('ABG14696', 'ABX85597', 'AAS60955')
('AAS63707', 'ABX87708', 'ABG12380')
('ABG14141', 'ABX86057', 'AAS62805')
('ABG14625', 'ABX85674', 'AAS61027')
('AAS60359', 'ABX84901', 'ABG15426')
('AAS64117', 'ABX86613', 'ABG14978')
('AAS63309', 'ABX87574', 'ABG12082')
('ABG14751', 'ABX85706', 'AAS60606')
('ABG12486', 'ABX87057', 'AAS62991')
('AAS63211', 'ABX87685', 'ABG15027')
('ABG15032', 'ABX86111', 'AAS63206')
('AAS62767', 'ABX86128', 'ABG14102')
('AAS62819', 'ABX87412', 'ABG14156')
('AAS61095', 'ABX87963', 'ABG14546')
('AAS61387', 'ABX87494', 'ABG14495')
('ABG14499', 'ABX88183', 'AAS61392')
('ABG12430', 'ABX85789', 'AAS63032')
('ABG14295', 'ABX88378', 'AAS62762')
('AAS60337', 'ABX87654', 'ABG15449')
('AAS60488', 'ABX86285', 'ABG15220')
('AAS63499', 'ABX85960', 'ABG15761')
('ABG12642', 'ABX87374', 'AAS61453')
('AAS63529', 'ABX87370', 'ABG15792')
('ABG16225', 'ABX84856', 'AAS58729')
('ABG14772', 'ABX86382', 'AAS60626')
('AAS62906', 'ABX88257', 'ABG14254')
('AAS61555', 'ABX88551', 'ABG12962')
('AAS61517', 'ABX87224', 'ABG13002')
('ABG13211', 'ABX87578', 'AAS61762')
('AAS61408', 'ABX87678', 'ABG14516')
('ABG14677', 'ABX87136', 'AAS60976')
('AAS61724', 'ABX85614', 'ABG13085')
('ABG14515', 'ABX87996', 'AAS61407')
('ABG16223', 'ABX84817', 'AAS58733')
('ABG15508', 'ABX87506', 'AAS63777')
('AAS60444', 'ABX84866', 'ABG15267')
('ABG13003', 'ABX88486', 'AAS61516')
('ABG13116', 'ABX86996', 'AAS61849')
('ABG13675', 'ABX86061', 'AAS62357')
('ABG14690', 'ABX87787', 'AAS60961')
('ABG15047', 'ABX86474', 'AAS63195')
('ABG15210', 'ABX85013', 'AAS60498')
('AAS62436', 'ABX84947', 'ABG13752')
('AAS63367', 'ABX87395', 'ABG12143')
('ABG12446', 'ABX87612', 'AAS63048')
('AAS58539', 'ABX88712', 'ABG16324')
('AAS60548', 'ABX87863', 'ABG14877')
('AAS63550', 'ABX85556', 'ABG16076')
('ABG13511', 'ABX87976', 'AAS62202')
('ABG15697', 'ABX86263', 'AAS63970')
('AAS63374', 'ABX85223', 'ABG12150')
('ABG13308', 'ABX88642', 'AAS61932')
('ABG15033', 'ABX86369', 'AAS63205')
('AAS62088', 'ABX85275', 'ABG13371')
('AAS63738', 'ABX87821', 'ABG12346')
('AAS63613', 'ABX88431', 'ABG12248')
('AAS63670', 'ABX88660', 'ABG12308')
('ABG13785', 'ABX88106', 'AAS61955')
('ABG15790', 'ABX86498', 'AAS63527')
('AAS63964', 'ABX85995', 'ABG15703')
('ABG12168', 'ABX87659', 'AAS63393')
('AAS61998', 'ABX86689', 'ABG13849')
('AAS62322', 'ABX85094', 'ABG13641')
('ABG15411', 'ABX85201', 'AAS60376')
('ABG15606', 'ABX88194', 'AAS64061')
('ABG15217', 'ABX85286', 'AAS60491')
('AAS63384', 'ABX86072', 'ABG12159')
('ABG16067', 'ABX85001', 'AAS63544')
('ABG14358', 'ABX88069', 'AAS62667')
('AAS61666', 'ABX85170', 'ABG12798')
('AAS62904', 'ABX85224', 'ABG14252')
('AAS63070', 'ABX86319', 'ABG15182')
('ABG14017', 'ABX87171', 'AAS62577')
('AAS61278', 'ABX86818', 'ABG12574')
('AAS63032', 'ABX85789', 'ABG12430')
('ABG13547', 'ABX85161', 'AAS62236')
('ABG13497', 'ABX86129', 'AAS62189')
('ABG15534', 'ABX87758', 'AAS63803')
('ABG12831', 'ABX85244', 'AAS61694')
('ABG13917', 'ABX87259', 'AAS62478')
('AAS61168', 'ABX87551', 'ABG12910')
('ABG14131', 'ABX85202', 'AAS62795')
('ABG14881', 'ABX86247', 'AAS60544')
('AAS61511', 'ABX86470', 'ABG12583')
('AAS63972', 'ABX87853', 'ABG15695')
('AAS61134', 'ABX87838', 'ABG12693')
('ABG12865', 'ABX87483', 'AAS61205')
('AAS58686', 'ABX84764', 'ABG16177')
('ABG12407', 'ABX85997', 'AAS63680')
('AAS62615', 'ABX87776', 'ABG14056')
('ABG12020', 'ABX86485', 'AAS60852')
('AAS61433', 'ABX88415', 'ABG12665')
('ABG12716', 'ABX85753', 'AAS61589')
('AAS58756', 'ABX84758', 'ABG16208')
('ABG14512', 'ABX85698', 'AAS61405')
('ABG13371', 'ABX85275', 'AAS62088')
('ABG15927', 'ABX87575', 'AAS60744')
('ABG15258', 'ABX86942', 'AAS60452')
('AAS60929', 'ABX85438', 'ABG14722')
('AAS61679', 'ABX86083', 'ABG12813')
('AAS63009', 'ABX85349', 'ABG12465')
('ABG13836', 'ABX86624', 'AAS62010')
('AAS62169', 'ABX87209', 'ABG13476')
('AAS63713', 'ABX86907', 'ABG12375')
('ABG12797', 'ABX86663', 'AAS61665')
('AAS60883', 'ABX88035', 'ABG14934')
('ABG15776', 'ABX87013', 'AAS63514')
('ABG14423', 'ABX85129', 'AAS61323')
('ABG13823', 'ABX86571', 'AAS62019')
('AAS61288', 'ABX85247', 'ABG12564')
('ABG12326', 'ABX87169', 'AAS63756')
('AAS60455', 'ABX85162', 'ABG15255')
('ABG13315', 'ABX87697', 'AAS61940')
('AAS62076', 'ABX87068', 'ABG13358')
('ABG15712', 'ABX86734', 'AAS63953')
('ABG13863', 'ABX86520', 'AAS61984')
('AAS60986', 'ABX85165', 'ABG14669')
('AAS60881', 'ABX85041', 'ABG14936')
('ABG12653', 'ABX86766', 'AAS61442')
('ABG12647', 'ABX86758', 'AAS61448')
('ABG12618', 'ABX86644', 'AAS61477')
('ABG16173', 'ABX84828', 'AAS58672')
('AAS58701', 'ABX84816', 'ABG16190')
('ABG13944', 'ABX87651', 'AAS62506')
('AAS62950', 'ABX84921', 'ABG12529')
('AAS64116', 'ABX86813', 'ABG14979')
('AAS61840', 'ABX86383', 'ABG13127')
('AAS62353', 'ABX85386', 'ABG13671')
('AAS63075', 'ABX86847', 'ABG15177')
('AAS60541', 'ABX85526', 'ABG14883')
('AAS61869', 'ABX88316', 'ABG13094')
('ABG13972', 'ABX85040', 'AAS62535')
('AAS60974', 'ABX86011', 'ABG14679')
('ABG13191', 'ABX86241', 'AAS61780')
('ABG12046', 'ABX88633', 'AAS60826')
('ABG14813', 'ABX85181', 'AAS60666')
('ABG14023', 'ABX86897', 'AAS62584')
('AAS63482', 'ABX88626', 'ABG15746')
('ABG16318', 'ABX88723', 'AAS58535')
('AAS62962', 'ABX87673', 'ABG12516')
('ABG14106', 'ABX85636', 'AAS62771')
('AAS58526', 'ABX88787', 'ABG16312')
('ABG13412', 'ABX85726', 'AAS62123')
('AAS58670', 'ABX84763', 'ABG16171')
('ABG12868', 'ABX85123', 'AAS61202')
('ABG16248', 'ABX88722', 'AAS58541')
('ABG14633', 'ABX85074', 'AAS61019')
('ABG12558', 'ABX87447', 'AAS61294')
('ABG14836', 'ABX87449', 'AAS60585')
('AAS64012', 'ABX88260', 'ABG15652')
('AAS61526', 'ABX87173', 'ABG12993')
('AAS64110', 'ABX87679', 'ABG14990')
('AAS62560', 'ABX86004', 'ABG14002')
('AAS61293', 'ABX87961', 'ABG12559')
('ABG12656', 'ABX86573', 'AAS61439')
('AAS62041', 'ABX86781', 'ABG13800')
('AAS62787', 'ABX86719', 'ABG14123')
('AAS63995', 'ABX88555', 'ABG15670')
('AAS62005', 'ABX86630', 'ABG13841')
('AAS63851', 'ABX86432', 'ABG16031')
('ABG14134', 'ABX84962', 'AAS62798')
('ABG14192', 'ABX86154', 'AAS62851')
('ABG15977', 'ABX88273', 'AAS60692')
('AAS63145', 'ABX86754', 'ABG15101')
('AAS60841', 'ABX87203', 'ABG12031')
('AAS62395', 'ABX88092', 'ABG13712')
('ABG13265', 'ABX86780', 'AAS61893')
('ABG13934', 'ABX88226', 'AAS62497')
('ABG12889', 'ABX86164', 'AAS61186')
('ABG12459', 'ABX87222', 'AAS63064')
('ABG12492', 'ABX87055', 'AAS62986')
('AAS63861', 'ABX88573', 'ABG16022')
('AAS60549', 'ABX87498', 'ABG14876')
('ABG12956', 'ABX87334', 'AAS61561')
('ABG14008', 'ABX87484', 'AAS62566')
('ABG15966', 'ABX84878', 'AAS60703')
('ABG14310', 'ABX85541', 'AAS62746')
('AAS62518', 'ABX88151', 'ABG13958')
('ABG14601', 'ABX88544', 'AAS61052')
('AAS62656', 'ABX86850', 'ABG14348')
('ABG14402', 'ABX86773', 'AAS62706')
('ABG15262', 'ABX85854', 'AAS60448')
('AAS63077', 'ABX85600', 'ABG15175')
('AAS60869', 'ABX85557', 'ABG14948')
('AAS60611', 'ABX86209', 'ABG14757')
('ABG14786', 'ABX87092', 'AAS60639')
('ABG12272', 'ABX88465', 'AAS63636')
('ABG12522', 'ABX85778', 'AAS62957')
('AAS62181', 'ABX88677', 'ABG13488')
('ABG13854', 'ABX86496', 'AAS61993')
('ABG12281', 'ABX88424', 'AAS63645')
('AAS64164', 'ABX86421', 'ABG16124')
('ABG16126', 'ABX87472', 'AAS64166')
('ABG12854', 'ABX86678', 'AAS61216')
('AAS61561', 'ABX87334', 'ABG12956')
('AAS62247', 'ABX88200', 'ABG13558')
('ABG15852', 'ABX85841', 'AAS63936')
('AAS60570', 'ABX88694', 'ABG14852')
('AAS60334', 'ABX85219', 'ABG15452')
('AAS63975', 'ABX87297', 'ABG15692')
('AAS62048', 'ABX85825', 'ABG13325')
('AAS63815', 'ABX86146', 'ABG15545')
('AAS61824', 'ABX87053', 'ABG13145')
('AAS62438', 'ABX87061', 'ABG13755')
('ABG16323', 'ABX88735', 'AAS58570')
('ABG12019', 'ABX84870', 'AAS60853')
('ABG14463', 'ABX85847', 'AAS61359')
('ABG14045', 'ABX86302', 'AAS62604')
('ABG15519', 'ABX86133', 'AAS63788')
('ABG14762', 'ABX87871', 'AAS60617')
('ABG12970', 'ABX86324', 'AAS61547')
('ABG16264', 'ABX88721', 'AAS58560')
('AAS60992', 'ABX85288', 'ABG14661')
('ABG12922', 'ABX86115', 'AAS61157')
('AAS63160', 'ABX87803', 'ABG15087')
('AAS62711', 'ABX86820', 'ABG14408')
('AAS62381', 'ABX86565', 'ABG13698')
('AAS62855', 'ABX88175', 'ABG14196')
('AAS63306', 'ABX87066', 'ABG12079')
('AAS60320', 'ABX85923', 'ABG15466')
('AAS64150', 'ABX86778', 'ABG16110')
('AAS62680', 'ABX88674', 'ABG14373')
('ABG13543', 'ABX85926', 'AAS62232')
('ABG12763', 'ABX87987', 'AAS61630')
('AAS63305', 'ABX87828', 'ABG12078')
('AAS62682', 'ABX85950', 'ABG14375')
('ABG15713', 'ABX87353', 'AAS63952')
('ABG13749', 'ABX85990', 'AAS62433')
('AAS63012', 'ABX87556', 'ABG12462')
('AAS60996', 'ABX88394', 'ABG14657')
('ABG13223', 'ABX85865', 'AAS61748')
('ABG15237', 'ABX85478', 'AAS60472')
('ABG12018', 'ABX85384', 'AAS60854')
('ABG12874', 'ABX85937', 'AAS61196')
('ABG12282', 'ABX86774', 'AAS63646')
('AAS61761', 'ABX86063', 'ABG13212')
('ABG15638', 'ABX85194', 'AAS64028')
('AAS63143', 'ABX86901', 'ABG15103')
('ABG14537', 'ABX86801', 'AAS61104')
('AAS62139', 'ABX86830', 'ABG13428')
('ABG16019', 'ABX87760', 'AAS63864')
('AAS62228', 'ABX87470', 'ABG13539')
('ABG16006', 'ABX87861', 'AAS63877')
('ABG12920', 'ABX85088', 'AAS61159')
('AAS63645', 'ABX88424', 'ABG12281')
('AAS62505', 'ABX88460', 'ABG13942')
('AAS58650', 'ABX84845', 'ABG16151')
('ABG14855', 'ABX85497', 'AAS60567')
('AAS64036', 'ABX87368', 'ABG15630')
('ABG13323', 'ABX86895', 'AAS62046')
('ABG15792', 'ABX87370', 'AAS63529')
('ABG13839', 'ABX85743', 'AAS62007')
('ABG13197', 'ABX85669', 'AAS61776')
('ABG13925', 'ABX85914', 'AAS62486')
('ABG13652', 'ABX85273', 'AAS62332')
('AAS60463', 'ABX88372', 'ABG15246')
('ABG15812', 'ABX86234', 'AAS63895')
('ABG13410', 'ABX86666', 'AAS62121')
('ABG12050', 'ABX86442', 'AAS60822')
('AAS60894', 'ABX87151', 'ABG14923')
('AAS58558', 'ABX88728', 'ABG16262')
('AAS61503', 'ABX87672', 'ABG12591')
('ABG13668', 'ABX88339', 'AAS62349')
('ABG16167', 'ABX84829', 'AAS58666')
('AAS61549', 'ABX88139', 'ABG12968')
('AAS61027', 'ABX85674', 'ABG14625')
('AAS63808', 'ABX86027', 'ABG15538')
('AAS60969', 'ABX85344', 'ABG14682')
('AAS64147', 'ABX88580', 'ABG16106')
('ABG15135', 'ABX86519', 'AAS63116')
('ABG16023', 'ABX88375', 'AAS63860')
('AAS58523', 'ABX88713', 'ABG16310')
('ABG16113', 'ABX85426', 'AAS64153')
('AAS61569', 'ABX85314', 'ABG12695')
('ABG12679', 'ABX85667', 'AAS61420')
('ABG15295', 'ABX87158', 'AAS60415')
('AAS63534', 'ABX88427', 'ABG16060')
('ABG12227', 'ABX86777', 'AAS60389')
('AAS61367', 'ABX85072', 'ABG14469')
('ABG14369', 'ABX87624', 'AAS62676')
('ABG13350', 'ABX87993', 'AAS62068')
('ABG12278', 'ABX86561', 'AAS63642')
('ABG16047', 'ABX87946', 'AAS63835')
('AAS62838', 'ABX85551', 'ABG14176')
('AAS62092', 'ABX87439', 'ABG13377')
('ABG12949', 'ABX85383', 'AAS61567')
('AAS60327', 'ABX87243', 'ABG15459')
('ABG13485', 'ABX84900', 'AAS62178')
('ABG12087', 'ABX87320', 'AAS63314')
('ABG15587', 'ABX86109', 'AAS63286')
('AAS61690', 'ABX85609', 'ABG12827')
('AAS60521', 'ABX85898', 'ABG15188')
('AAS61353', 'ABX86550', 'ABG14455')
('AAS60576', 'ABX87913', 'ABG14845')
('ABG14782', 'ABX84964', 'AAS60635')
('ABG14992', 'ABX85187', 'AAS64108')
('ABG15012', 'ABX87755', 'AAS63222')
('ABG12362', 'ABX88252', 'AAS62317')
('ABG13826', 'ABX86686', 'AAS62017')
('ABG15683', 'ABX85095', 'AAS63984')
('ABG13892', 'ABX86279', 'AAS62461')
('ABG12105', 'ABX85449', 'AAS63331')
('AAS63252', 'ABX85480', 'ABG11994')
('ABG12961', 'ABX86564', 'AAS61556')
('AAS62660', 'ABX86836', 'ABG14351')
('AAS61464', 'ABX87737', 'ABG12630')
('ABG14586', 'ABX86242', 'AAS61067')
('AAS61719', 'ABX85752', 'ABG13080')
('AAS60315', 'ABX88536', 'ABG15471')
('ABG14685', 'ABX86572', 'AAS60966')
('ABG13962', 'ABX84946', 'AAS62522')
('ABG14931', 'ABX87546', 'AAS60885')
('ABG15264', 'ABX85514', 'AAS60446')
('AAS61358', 'ABX86504', 'ABG14462')
('ABG14879', 'ABX88473', 'AAS60546')
('AAS64128', 'ABX88502', 'ABG14968')
('AAS61023', 'ABX88049', 'ABG14629')
('AAS61999', 'ABX88108', 'ABG13848')
('ABG16045', 'ABX86859', 'AAS63837')
('ABG13689', 'ABX86267', 'AAS62371')
('ABG13272', 'ABX85628', 'AAS61899')
('AAS62463', 'ABX87131', 'ABG13894')
('AAS60980', 'ABX85900', 'ABG14674')
('ABG14184', 'ABX87391', 'AAS62846')
('ABG14006', 'ABX87895', 'AAS62564')
('AAS61745', 'ABX86370', 'ABG13229')
('AAS61865', 'ABX85050', 'ABG13098')
('ABG14780', 'ABX86300', 'AAS60633')
('ABG13177', 'ABX85029', 'AAS61792')
('AAS63857', 'ABX86213', 'ABG16026')
('ABG16329', 'ABX88774', 'AAS58590')
('ABG14436', 'ABX88276', 'AAS61334')
('AAS60533', 'ABX88213', 'ABG14891')
('ABG13690', 'ABX88212', 'AAS62372')
('AAS63353', 'ABX88163', 'ABG12127')
('AAS64109', 'ABX86329', 'ABG14991')
('AAS61943', 'ABX86045', 'ABG13321')
('AAS64174', 'ABX85968', 'ABG16134')
('AAS63925', 'ABX85220', 'ABG15842')
('AAS64062', 'ABX88590', 'ABG15605')
('ABG12524', 'ABX87952', 'AAS62955')
('ABG13857', 'ABX88331', 'AAS61990')
('AAS58733', 'ABX84817', 'ABG16223')
('ABG12398', 'ABX87926', 'AAS63689')
('AAS61338', 'ABX87973', 'ABG14440')
('ABG12303', 'ABX86479', 'AAS63666')
('ABG15749', 'ABX86104', 'AAS63487')
('AAS63519', 'ABX85121', 'ABG15781')
('ABG15959', 'ABX86178', 'AAS60710')
('AAS60640', 'ABX86765', 'ABG14787')
('AAS60822', 'ABX86442', 'ABG12050')
('AAS60913', 'ABX87350', 'ABG14902')
('AAS63886', 'ABX85483', 'ABG15802')
('ABG16249', 'ABX88738', 'AAS58542')
('ABG13742', 'ABX86058', 'AAS62425')
('AAS63873', 'ABX87999', 'ABG16010')
('AAS64156', 'ABX87985', 'ABG16116')
('AAS64000', 'ABX87456', 'ABG15665')
('ABG15526', 'ABX87184', 'AAS63797')
('ABG15074', 'ABX87772', 'AAS63173')
('AAS63015', 'ABX86633', 'ABG12413')
('AAS62832', 'ABX87166', 'ABG14170')
('ABG16024', 'ABX85264', 'AAS63859')
('ABG12483', 'ABX85348', 'AAS62994')
('AAS58683', 'ABX84846', 'ABG16227')
('ABG13948', 'ABX87721', 'AAS62510')
('ABG14382', 'ABX85974', 'AAS62689')
('ABG15974', 'ABX85780', 'AAS60695')
('ABG15466', 'ABX85923', 'AAS60320')
('ABG14316', 'ABX88685', 'AAS62742')
('ABG14288', 'ABX86543', 'AAS62937')
('AAS63825', 'ABX87710', 'ABG15556')
('AAS60296', 'ABX88377', 'ABG15490')
('ABG14623', 'ABX87386', 'AAS61029')
('ABG12554', 'ABX84895', 'AAS61298')
('AAS62935', 'ABX85731', 'ABG14286')
('AAS63039', 'ABX88365', 'ABG12437')
('ABG15094', 'ABX88317', 'AAS63153')
('AAS62328', 'ABX88522', 'ABG13648')
('AAS63909', 'ABX84874', 'ABG15826')
('AAS60994', 'ABX87602', 'ABG14659')
('ABG15700', 'ABX86992', 'AAS63967')
('AAS62796', 'ABX85730', 'ABG14132')
('ABG12435', 'ABX85148', 'AAS63037')
('AAS63522', 'ABX86841', 'ABG15784')
('ABG15242', 'ABX88120', 'AAS60466')
('ABG15786', 'ABX87373', 'AAS63524')
('ABG14302', 'ABX86484', 'AAS62754')
('ABG15261', 'ABX86070', 'AAS60449')
('ABG12673', 'ABX87619', 'AAS61425')
('ABG12378', 'ABX85022', 'AAS63709')
('ABG15072', 'ABX85888', 'AAS63175')
('ABG12172', 'ABX85055', 'AAS63397')
('AAS62517', 'ABX84957', 'ABG13957')
('ABG12025', 'ABX85761', 'AAS60847')
('ABG13661', 'ABX87896', 'AAS62342')
('ABG15467', 'ABX86331', 'AAS60319')
('ABG15866', 'ABX86094', 'AAS60805')
('AAS61392', 'ABX88183', 'ABG14499')
('ABG14028', 'ABX86473', 'AAS62589')
('ABG12993', 'ABX87173', 'AAS61526')
('AAS63429', 'ABX87119', 'ABG12205')
('ABG14575', 'ABX85598', 'AAS61075')
('AAS60900', 'ABX88501', 'ABG14918')
('AAS61556', 'ABX86564', 'ABG12961')
('AAS62205', 'ABX88011', 'ABG13513')
('AAS63036', 'ABX86318', 'ABG12434')
('ABG15091', 'ABX86524', 'AAS63157')
('AAS60720', 'ABX88329', 'ABG15950')
('AAS63197', 'ABX86581', 'ABG15045')
('AAS62892', 'ABX87509', 'ABG14238')
('AAS61268', 'ABX85046', 'ABG13017')
('ABG14182', 'ABX88359', 'AAS62844')
('AAS62689', 'ABX85974', 'ABG14382')
('ABG12166', 'ABX86390', 'AAS63391')
('ABG12820', 'ABX84894', 'AAS61685')
('AAS62180', 'ABX86316', 'ABG13487')
('ABG14936', 'ABX85041', 'AAS60881')
('AAS63844', 'ABX86428', 'ABG16037')
('ABG13321', 'ABX86045', 'AAS61943')
('AAS61545', 'ABX87308', 'ABG12972')
('AAS58545', 'ABX88732', 'ABG16252')
('ABG15625', 'ABX85554', 'AAS64042')
('AAS63711', 'ABX85542', 'ABG12376')
('ABG15653', 'ABX85884', 'AAS64011')
('AAS63476', 'ABX87994', 'ABG15739')
('AAS61416', 'ABX88104', 'ABG12683')
('AAS62850', 'ABX88290', 'ABG14188')
('AAS60831', 'ABX85561', 'ABG12041')
('AAS61354', 'ABX86137', 'ABG14456')
('ABG15834', 'ABX87181', 'AAS63917')
('AAS63154', 'ABX88649', 'ABG15093')
('AAS62383', 'ABX85782', 'ABG13700')
('AAS62523', 'ABX85279', 'ABG13963')
('AAS62983', 'ABX85772', 'ABG12495')
('ABG15672', 'ABX87026', 'AAS63993')
('AAS63641', 'ABX86143', 'ABG12277')
('AAS62020', 'ABX87102', 'ABG13822')
('ABG13235', 'ABX88565', 'AAS61740')
('ABG12298', 'ABX85729', 'AAS63661')
('AAS62674', 'ABX84882', 'ABG14367')
('ABG14004', 'ABX84956', 'AAS62562')
('AAS62720', 'ABX86002', 'ABG14417')
('ABG15886', 'ABX88314', 'AAS60783')
('ABG14055', 'ABX88193', 'AAS62614')
('ABG15975', 'ABX87827', 'AAS60694')
('ABG13274', 'ABX84925', 'AAS61901')
('AAS62171', 'ABX87083', 'ABG13478')
('AAS61078', 'ABX86770', 'ABG14572')
('ABG14157', 'ABX88241', 'AAS62820')
('ABG14385', 'ABX86088', 'AAS62692')
('ABG12194', 'ABX87461', 'AAS63418')
('ABG12327', 'ABX88645', 'AAS63755')
('AAS60385', 'ABX85783', 'ABG12223')
('ABG12599', 'ABX86541', 'AAS61494')
('ABG12461', 'ABX87280', 'AAS63066')
('AAS60697', 'ABX86614', 'ABG15972')
('AAS60906', 'ABX87958', 'ABG14910')
('ABG15509', 'ABX87754', 'AAS63778')
('ABG14453', 'ABX85434', 'AAS61351')
('AAS61328', 'ABX87290', 'ABG14427')
('AAS63489', 'ABX88499', 'ABG15751')
('ABG13643', 'ABX86374', 'AAS62323')
('AAS61818', 'ABX87849', 'ABG13151')
('ABG14456', 'ABX86137', 'AAS61354')
('AAS61507', 'ABX85082', 'ABG12587')
('ABG15961', 'ABX88097', 'AAS60708')
('AAS62067', 'ABX86977', 'ABG13349')
('ABG13874', 'ABX86274', 'AAS62446')
('AAS62038', 'ABX87358', 'ABG13802')
('ABG15304', 'ABX88167', 'AAS60406')
('AAS63422', 'ABX87397', 'ABG12198')
('ABG13970', 'ABX86291', 'AAS62533')
('ABG14709', 'ABX86377', 'AAS60944')
('AAS61308', 'ABX88201', 'ABG12544')
('ABG14582', 'ABX87523', 'AAS61068')
('AAS60679', 'ABX87012', 'ABG15990')
('AAS62873', 'ABX87712', 'ABG14217')
('ABG15611', 'ABX86459', 'AAS64056')
('ABG16142', 'ABX84773', 'AAS58642')
('AAS60496', 'ABX85863', 'ABG15212')
('AAS61206', 'ABX86823', 'ABG12864')
('ABG13312', 'ABX86511', 'AAS61937')
('ABG14920', 'ABX86098', 'AAS60897')
('AAS62503', 'ABX87537', 'ABG13940')
('AAS62514', 'ABX87564', 'ABG13955')
('ABG15769', 'ABX85336', 'AAS63507')
('ABG12392', 'ABX86828', 'AAS63696')
('AAS63081', 'ABX86762', 'ABG15172')
('AAS61191', 'ABX85493', 'ABG12881')
('AAS63259', 'ABX85578', 'ABG11984')
('ABG12363', 'ABX86993', 'AAS63727')
('AAS62235', 'ABX86763', 'ABG13546')
('ABG13091', 'ABX85887', 'AAS61729')
('ABG13924', 'ABX86706', 'AAS62485')
('AAS60517', 'ABX87188', 'ABG15192')
('AAS61326', 'ABX87843', 'ABG14426')
('ABG16052', 'ABX86220', 'AAS63830')
('AAS60885', 'ABX87546', 'ABG14931')
('ABG16285', 'ABX88730', 'AAS58581')
('ABG15693', 'ABX87714', 'AAS63974')
('ABG15400', 'ABX85749', 'AAS63447')
('AAS61395', 'ABX86599', 'ABG14501')
('ABG15438', 'ABX85136', 'AAS60346')
('ABG12014', 'ABX85905', 'AAS60858')
('AAS63781', 'ABX86262', 'ABG15512')
('ABG13893', 'ABX88596', 'AAS62462')
('AAS64054', 'ABX86026', 'ABG15613')
